30
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	718.678	INF	INF	INF	INF	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	656.867	INF	INF	INF	INF	INF	INF	0	INF	INF	691.849	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	722.596	709.308	666.368	INF	INF	INF	INF	INF	INF	663.475	726.351	INF	INF	INF	0	INF	725.521	INF	INF	INF	681.166	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	683.009	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	0	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	
INF	742.136	INF	697.2	INF	665.246	INF	INF	INF	INF	INF	INF	INF	INF	INF	684.211	INF	691.849	725.521	INF	0	703.836	718.111	675.001	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	703.836	0	INF	INF	INF	708.374	686.373	732.8	717.102	680.125	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	718.111	INF	0	INF	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	675.001	INF	INF	0	INF	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	666.129	717.102	INF	INF	712.715	INF	INF	INF	INF	INF	INF	INF	INF	681.166	INF	INF	INF	INF	INF	0	INF	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	708.374	INF	INF	INF	0	INF	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	686.373	INF	INF	INF	INF	0	INF	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	732.8	INF	INF	INF	INF	INF	0	INF	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	717.102	INF	INF	INF	INF	INF	INF	0	INF	
INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	INF	680.125	INF	INF	INF	INF	INF	INF	INF	0	
